1937, 3, 4.19
1937, 4, 4.15
1937, 5, 4.21
1937, 6, 4.37
1937, 7, 4.39
1937, 8, 4.43
1937, 9, 4.13
1937,10, 3.91
1937,11, 4.07
1937,12, 4.21
1938, 1, 4.04
1938, 2, 4.20
1938, 3, 4.67
1938, 4, 4.71
1938, 5, 4.48
1938, 6, 4.34
1938, 7, 4.24
1938, 8, 4.25
1938, 9, 4.38
1938,10, 4.45
1938,11, 4.66
1938,12, 5.10
1939, 1, 4.89
1939, 2, 4.73
1939, 3, 4.78
1939, 4, 4.66
1939, 5, 4.76
1939, 6, 5.00
1939, 7, 4.93
1939, 8, 5.11
1939, 9, 5.24
1939,10, 4.74
1939,11, 4.64
1939,12, 4.86
1940, 1, 4.70
1940, 2, 4.71
1940, 3, 4.97
1940, 4, 5.09
1940, 5, 4.87
1940, 6, 4.73
1940, 7, 4.40
1940, 8, 4.39
1940, 9, 4.56
1940,10, 4.49
1940,11, 4.57
1940,12, 4.84
1941, 1, 4.91
1941, 2, 4.61
1941, 3, 4.55
1941, 4, 4.35
1941, 5, 4.42
1941, 6, 4.66
1941, 7, 4.68
1941, 8, 4.78
1941, 9, 5.04
1941,10, 4.87
1941,11, 4.55
1941,12, 4.59
1942, 1, 4.51
1942, 2, 4.51
1942, 3, 4.61
1942, 4, 4.76
1942, 5, 4.92
1942, 6, 4.92
1942, 7, 4.51
1942, 8, 4.35
1942, 9, 4.45
1942,10, 4.30
1942,11, 4.38
1942,12, 4.58
1943, 1, 4.63
1943, 2, 4.77
1943, 3, 4.50
1943, 4, 4.18
1943, 5, 4.22
1943, 6, 4.24
1943, 7, 4.23
1943, 8, 4.49
1943, 9, 4.66
1943,10, 4.76
1943,11, 4.64
1943,12, 4.51
1944, 1, 4.18
1944, 2, 4.23
1944, 3, 4.41
1944, 4, 4.31
1944, 5, 4.50
1944, 6, 4.76
1944, 7, 4.69
1944, 8, 4.35
1944, 9, 4.22
1944,10, 4.26
1944,11, 4.39
1944,12, 4.38
1945, 1, 4.42
1945, 2, 4.55
1945, 3, 4.83
1945, 4, 4.49
1945, 5, 4.27
1945, 6, 4.26
1945, 7, 4.24
1945, 8, 4.24
1945, 9, 4.44
1945,10, 4.50
1945,11, 4.62
1945,12, 4.62
1946, 1, 4.26
1946, 2, 4.08
1946, 3, 4.29
1946, 4, 4.22
1946, 5, 4.39
1946, 6, 4.72
1946, 7, 4.62
1946, 8, 4.70
1946, 9, 4.37
1946,10, 4.01
1946,11, 4.06
1946,12, 4.20
1947, 1, 3.95
1947, 2, 4.32
1947, 3, 4.72
1947, 4, 4.76
1947, 5, 4.48
1947, 6, 4.33
1947, 7, 4.24
1947, 8, 4.28
1947, 9, 4.39
1947,10, 4.44
1947,11, 4.75
1947,12, 5.07
1948, 1, 4.81
1948, 2, 4.78
1948, 3, 4.85
1948, 4, 4.70
1948, 5, 4.75
1948, 6, 4.99
1948, 7, 5.10
1948, 8, 5.21
1948, 9, 5.24
1948,10, 4.84
1948,11, 4.79
1948,12, 4.84
1949, 1, 4.92
1949, 2, 4.94
1949, 3, 5.14
1949, 4, 5.32
1949, 5, 5.15
1949, 6, 4.98
1949, 7, 4.69
1949, 8, 4.80
1949, 9, 4.93
1949,10, 4.78
1949,11, 4.78
1949,12, 5.10
1950, 1, 5.13
1950, 2, 4.64
1950, 3, 4.46
1950, 4, 4.38
1950, 5, 4.43
1950, 6, 4.57
1950, 7, 4.63
1950, 8, 4.76
1950, 9, 5.01
1950,10, 4.86
1950,11, 4.58
1950,12, 4.60
1951, 1, 4.59
1951, 2, 4.69
1951, 3, 4.66
1951, 4, 4.78
1951, 5, 4.87
1951, 6, 4.81
1951, 7, 4.43
1951, 8, 4.10
1951, 9, 4.19
1951,10, 4.19
1951,11, 4.21
1951,12, 4.31
1952, 1, 4.45
1952, 2, 4.71
1952, 3, 4.41
1952, 4, 4.08
1952, 5, 4.07
1952, 6, 4.15
1952, 7, 4.16
1952, 8, 4.44
1952, 9, 4.57
1952,10, 4.70
1952,11, 4.66
1952,12, 4.36
1953, 1, 4.23
1953, 2, 4.30
1953, 3, 4.27
1953, 4, 4.28
1953, 5, 4.43
1953, 6, 4.55
1953, 7, 4.42
1953, 8, 3.99
1953, 9, 3.92
1953,10, 3.92
1953,11, 4.00
1953,12, 4.05
1954, 1, 4.11
1954, 2, 4.41
1954, 3, 4.62
1954, 4, 4.23
1954, 5, 4.09
1954, 6, 4.16
1954, 7, 4.01
1954, 8, 4.08
1954, 9, 4.25
1954,10, 4.20
1954,11, 4.41
1954,12, 4.51
1955, 1, 4.25
1955, 2, 4.19
1955, 3, 4.22
1955, 4, 4.13
1955, 5, 4.32
1955, 6, 4.51
1955, 7, 4.61
1955, 8, 4.60
1955, 9, 4.22
1955,10, 4.09
1955,11, 4.12
1955,12, 4.18
1956, 1, 4.07
1956, 2, 4.35
1956, 3, 4.59
1956, 4, 4.78
1956, 5, 4.59
1956, 6, 4.29
1956, 7, 4.40
1956, 8, 4.31
1956, 9, 4.27
1956,10, 4.52
1956,11, 4.66
1956,12, 4.86
1957, 1, 4.85
1957, 2, 4.66
1957, 3, 4.47
1957, 4, 4.58
1957, 5, 4.73
1957, 6, 4.88
1957, 7, 5.02
1957, 8, 5.22
1957, 9, 5.03
1957,10, 4.64
1957,11, 4.63
1957,12, 4.58
